Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
SSlabCan15Low,SSlabCan15Low,0,Subduction IntraSlab,repi,hypo_depth mag,vs30,PGA SA,Total,SSlabCan15Low,Slab backbone model for the Canada 2015 model. Low ground motion version
SSlabCan15Mid,SSlabCan15Mid,0,Subduction IntraSlab,repi,hypo_depth mag,vs30,PGA SA,Total,SSlabCan15Mid,"Implements the Zhao et al. (2006) for inslab earthquakes with modifications requested for the calculation of hazard for the fifth generation of Canada hazard maps, released in 2015. See Atkinson and Adams (2013)."
SSlabCan15Upp,SSlabCan15Upp,0,Subduction IntraSlab,repi,hypo_depth mag,vs30,PGA SA,Total,SSlabCan15Upp,Slab backbone model for the Canada 2015 model. High ground motion version
SabettaPugliese1996,SabettaPugliese1996,1996,Active Shallow Crust,repi,mag rake,vs30,PGA PGV SA,Total,SP1996,"Implements GMPE developed by Sabetta, F., & Pugliese, A. (1996). Estimation of response spectra and simulation of nonstationary earthquake ground motions. Bulletin of the Seismological Society of America, 86(2), 337-352. SA are given up to 4 s. The regressions are developed considering the largest horizontal component and epicentral distance (Table 2 of Sabetta and Pugliese, 1996). GMPE implemented as adopted in MPS04 (Montaldo et al 2005) In this implementation, a convertion function from Mw to Ms/ML is included to be consistent with the other gsims in OQ."
SadighEtAl1997,SadighEtAl1997,1997,Active Shallow Crust,rrup,mag rake,vs30,PGA SA,Total,Sa1997,"Implements GMPE developed by Sadigh, K., C. -Y. Chang, J. A. Egan, F. Makdisi, and R. R. Youngs (1997) and published as ""Attenuation relationships for shallow crustal earthquakes based on California strong motion data"", Seismological Research Letters, 68(1), 180-189."
SandikkayaAkkar2017Repi,SandikkayaAkkar2017Repi,2017,Active Shallow Crust,repi,mag rake,vs30,CAV IA,Inter event Intra event Total,SA2017Repi,for repi distance of Table 2
SandikkayaAkkar2017Rhyp,SandikkayaAkkar2017Rhyp,2017,Active Shallow Crust,rhypo,mag rake,vs30,CAV IA,Inter event Intra event Total,SA2017Rhyp,for rhypo distance of Table 2
SandikkayaAkkar2017Rjb,SandikkayaAkkar2017Rjb,2017,Active Shallow Crust,rjb,mag rake,vs30,CAV IA,Inter event Intra event Total,SA2017Rjb,"Implements ESM GMPE using rjb distances developed by M. Abdullah Sandikkaya and Sinan Akkar, published as ""Cumulative Absolute Velocity, Arias Intensity and significant duration predictive models from a pan-European strong-motion dataset"" (2017, Bulletin of Earthquake Engineering, Volume 15, pages 1881 - 1898)."
SandikkayaDinsever2018,SandikkayaDinsever2018,0,—,,,,,,,
SgobbaEtAl2020,SgobbaEtAl2020,2020,Active Shallow Crust,rjb,hypo_lat hypo_lon mag,lat lon,PGA SA,Inter event Intra event Total,Sg2020,"Implements the GMM proposed by Sgobba et al. (2020). Warning: This GMM is not meant for national models where it would be too slow, it is meant for scenario calculations."
ShahjoueiPezeschk2015NGAEast,ShahjoueiPezeschk2015NGAEast,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,SP2015NGAEast,
ShahjoueiPezeschk2015NGAEastTotalSigma,ShahjoueiPezeschk2015NGAEastTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,SP2015NGAEastTotalSigma,
ShahjoueiPezeshk2016,ShahjoueiPezeshk2016,2016,Stable Shallow Crust,rjb,mag,,PGA PGV SA,Total,SP2016,"Implements GMPE developed by Alireza Shahjouei and Shahram Pezeshk. Published as ""Alternative Hybrid Empirical Ground‐Motion Model for Central and Eastern North America Using Hybrid Simulations and NGA‐West2 Models"", 2016, Bulletin of the Seismological Society of America, vol. 106, no. 2, 734 - 754."
SharmaEtAl2009,SharmaEtAl2009,2009,Active Shallow Crust,rjb,mag rake,vs30,PGA SA,Total,Sh2009,"Implements GMPE of Sharma et al. (2009). This GMPE is intended for the Indian Himalayas but is based on data from both Zagros in Iran and the Himalayas. The combination of these two regions is motivated by the sparsity of near field data. Seismotectonic similarity is supposed based on both regions being continental collision zones, and in spite of the lack of subduction in Zagros."
SiEtAl2020SInter,SiEtAl2020SInter,2020,Subduction Interface,rrup,hypo_depth mag,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,Si2020SInter,"Implements NGA Subduction model of Si, Midorikawa, Kishida (2020) for interface events"
SiEtAl2020SSlab,SiEtAl2020SSlab,2020,Subduction IntraSlab,rrup,hypo_depth mag,vs30 z2pt5,PGA PGV SA,Inter event Intra event Total,Si2020SSlab,"Implements NGA Subduction model of Si, Midorikawa, Kishida (2020) For Intraslab events."
SiMidorikawa1999Asc,SiMidorikawa1999Asc,1999,Active Shallow Crust,rrup,hypo_depth mag,vs30,PGA PGV,Total,SM1999Asc,"Implements GMPE developed by Hongjun Si and Saburoh Midorikawa (1999) as described in ""Technical Reports on National Seismic Hazard Maps for Japan"" (2009, National Research Institute for Earth Science and Disaster Prevention, Japan, pages 148-151). This class implements the equations for 'Active Shallow Crust' (that's why the class name ends with 'Asc')."
SiMidorikawa1999SInter,SiMidorikawa1999SInter,1999,Subduction Interface,rrup,hypo_depth mag,vs30,PGA PGV,Total,SM1999SInter,"Implements GMPE developed by Hongjun Si and Saburoh Midorikawa (1999) as described in ""Technical Reports on National Seismic Hazard Maps for Japan"" (2009, National Research Institute for Earth Science and Disaster Prevention, Japan, pages 148-151). This class implements the equations for 'Subduction Interface' (that's why the class name ends with 'SInter')."
SiMidorikawa1999SInterNorthEastCorrection,SiMidorikawa1999SInterNorthEastCorrection,1999,Subduction Interface,rrup,hypo_depth mag,lat lon vs30,PGA PGV,Total,SM1999SInterNorthEastCorrection,Extend :class:`SiMidorikawa1999SInter` and takes into account correction for northeast Japan (i.e. proximity to subduction trench)
SiMidorikawa1999SInterSouthWestCorrection,SiMidorikawa1999SInterSouthWestCorrection,1999,Subduction Interface,rrup,hypo_depth mag,lat lon vs30,PGA PGV,Total,SM1999SInterSouthWestCorrection,Extend :class:`SiMidorikawa1999SInter` and takes into account correction for southwest Japan (i.e. proximity with volcanic front)
SiMidorikawa1999SSlab,SiMidorikawa1999SSlab,1999,Subduction IntraSlab,rrup,hypo_depth mag,vs30,PGA PGV,Total,SM1999SSlab,"Implements GMPE developed by Hongjun Si and Saburoh Midorikawa (1999) as described in ""Technical Reports on National Seismic Hazard Maps for Japan"" (2009, National Research Institute for Earth Science and Disaster Prevention, Japan, pages 148-151). This class implements the equations for 'Subduction IntraSlab' (that's why the class name ends with 'SSlab')."
SiMidorikawa1999SSlabNorthEastCorrection,SiMidorikawa1999SSlabNorthEastCorrection,1999,Subduction IntraSlab,rrup,hypo_depth mag,lat lon vs30,PGA PGV,Total,SM1999SSlabNorthEastCorrection,Extend :class:`SiMidorikawa1999SSlab` and takes into account correction for northeast Japan (i.e. proximity to subduction trench)
SiMidorikawa1999SSlabSouthWestCorrection,SiMidorikawa1999SSlabSouthWestCorrection,1999,Subduction IntraSlab,rrup,hypo_depth mag,lat lon vs30,PGA PGV,Total,SM1999SSlabSouthWestCorrection,Extend :class:`SiMidorikawa1999SSlab` and takes into account correction for southwest Japan (i.e. proximity to volcanic front)
SilvaEtAl2002DoubleCornerSaturation,SilvaEtAl2002DoubleCornerSaturation,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,Si2002DoubleCornerSaturation,"This implements the Silva et al. (2002) GMPE for the double corner model with saturation as described in the report from Silva, W., N. Gregor and R. Darragh (2002), titled ""DEVELOPMENT OF REGIONAL HARD ROCK ATTENUATION RELATIONS FOR CENTRAL AND EASTERN NORTH AMERICA"" available at www.pacificengineering.org"
SilvaEtAl2002MblgAB1987NSHMP2008,SilvaEtAl2002MblgAB1987NSHMP2008,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,Si2002MblgAB1987NSHMP2008,"Implements GMPE developed by Walter Silva, Nick Gregor and Robert Darragh and documented in ""Development of regional hard rock attenuation relations for central and eastern north America"" (2002). Document available at: http://pbadupws.nrc.gov/docs/ML0423/ML042310569.pdf"
SilvaEtAl2002MblgJ1996NSHMP2008,SilvaEtAl2002MblgJ1996NSHMP2008,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,Si2002MblgJ1996NSHMP2008,Extend :class:`SilvaEtAl2002MblgAB1987NSHMP2008` but uses Johnston 1996 equation for converting Mblg to Mw.
SilvaEtAl2002MwNSHMP2008,SilvaEtAl2002MwNSHMP2008,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,Si2002MwNSHMP2008,"Extend :class:`SilvaEtAl2002MblgAB1987NSHMP2008` but assumes magnitude to be in Mw scale, therefore no conversion is applied"
SilvaEtAl2002SingleCornerSaturation,SilvaEtAl2002SingleCornerSaturation,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,Si2002SingleCornerSaturation,This implements the Silva et al. (2002) GMPE for the single corner model with saturation.
SkarlatoudisEtAlSSlab2013,SkarlatoudisEtAlSSlab2013,2013,Subduction IntraSlab,rhypo,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Sk2013,"Implements GMPEs developed by A.A.Skarlatoudis, C.B.Papazachos, B.N.Margaris, C.Ventouzi, I.Kalogeras and EGELADOS group published as ""Ground-Motion Prediction Equations of Intermediate-Depth Earthquakes in the Hellenic Arc, Southern Aegean Subduction Area“, Bull Seism Soc Am, DOI 10.1785/0120120265 SA are given up to 4 s. The regressions are developed considering the RotD50 (Boore, 2010) of the as-recorded horizontal components"
SkarlatoudisEtAlSSlab2013_scaled,SkarlatoudisEtAlSSlab2013_scaled,2013,Subduction IntraSlab,rhypo,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Sk2013_scaled,"Implements GMPEs developed by A.A.Skarlatoudis, C.B.Papazachos, B.N.Margaris, C.Ventouzi, I.Kalogeras and EGELADOS group published as ""Ground-Motion Prediction Equations of Intermediate-Depth Earthquakes in the Hellenic Arc, Southern Aegean Subduction Area“, Bull Seism Soc Am, DOI 10.1785/0120120265 Application of a scaling factor that converts the prediction of SkarlatoudisEtAlSSlab2013 to the corresponding prediction for the Maximum value."
SomervilleEtAl2001NSHMP2008,SomervilleEtAl2001NSHMP2008,2001,Stable Shallow Crust,rjb,mag,,PGA SA,Total,So2001NSHMP2008,"Implements GMPE developed by P. Somerville, N. Collins, N. Abrahamson, R. Graves, and C. Saika and documented in ""GROUND MOTION ATTENUATION RELATIONS FOR THE CENTRAL AND EASTERN UNITED STATES"" (Final report, June 30, 2001: Report to U.S. Geological Survey for award 99HQGR0098). This GMPE is used by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US hazard model."
SomervilleEtAl2009NonCratonic,SomervilleEtAl2009NonCratonic,2009,Stable Shallow Crust,rjb,mag,,PGA PGV SA,Total,So2009NonCratonic,"Implements GMPE developed by P. Somerville, R. Graves, N. Collins, S. G. Song, S. Ni, and P. Cummins for Non-Cratonic Australia published in ""Source and Ground Motion Models for Australian Earthquakes"", Report to Geoscience Australia (2009). Document available at: http://www.ga.gov.au/cedda/publications/193?yp=2009"
SomervilleEtAl2009NonCratonic_SS14,SomervilleEtAl2009NonCratonic_SS14,2009,Stable Shallow Crust,rjb,mag,vs30,PGA PGV SA,Total,So2009NonCratonic_SS14,SomervilleEtAl2009NonCratonic model updated to apply the linear and non-linear amplification factors of Sayhan & Stewart (2014) as applied in the Boore et al (2014) NGE-West 2 GMMfor use in Geoscience Australia ShakeMap
SomervilleEtAl2009YilgarnCraton,SomervilleEtAl2009YilgarnCraton,2009,Stable Shallow Crust,rjb,mag,,PGA PGV SA,Total,So2009YilgarnCraton,"Implements GMPE developed by P. Somerville, R. Graves, N. Collins, S. G. Song, S. Ni, and P. Cummins for Yilgarn Craton published in ""Source and Ground Motion Models for Australian Earthquakes"", Report to Geoscience Australia (2009). Document available at: http://www.ga.gov.au/cedda/publications/193?yp=2009"
SomervilleEtAl2009YilgarnCraton_SS14,SomervilleEtAl2009YilgarnCraton_SS14,2009,Stable Shallow Crust,rjb,mag,vs30,PGA PGV SA,Total,So2009YilgarnCraton_SS14,SomervilleEtAl2009YilgarnCraton model updated to apply the linear and non-linear amplification factors of Sayhan & Stewart (2014) as applied in the Boore et al (2014) NGE-West 2 GMM for use in Geoscience Australia ShakeMap
SplitSigmaGMPE,SplitSigmaGMPE,0,—,,,,,,,
Stafford2022,Stafford2022,2022,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA SA,Inter event Intra event Total,S2022,Implements Backbone model developed by Peter Stafford for NZ NSHM revision. For more details see Peter Stafford's GNS report. The base model implementation remains the same as for Chiou and Youngs (2014).
StewartEtAl2016,StewartEtAl2016,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016,Implements the SBSA15 GMPE by Stewart et al. (2016) for vertical-component ground motions from the PEER NGA-West2 Project.
StewartEtAl2016CHNNoSOF,StewartEtAl2016CHNNoSOF,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016CHNNoSOF,
StewartEtAl2016JPNNoSOF,StewartEtAl2016JPNNoSOF,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016JPNNoSOF,
StewartEtAl2016NoSOF,StewartEtAl2016NoSOF,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016NoSOF,
StewartEtAl2016NoSOFVH,StewartEtAl2016NoSOFVH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016NoSOFVH,The Stewart et al. (2016) V/H GMPE can consider the case in which the style-of-faulting is unspecified. In this case the GMPE is no longer dependent on rake.
StewartEtAl2016RegCHN,StewartEtAl2016RegCHN,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegCHN,
StewartEtAl2016RegCHNNoSOFVH,StewartEtAl2016RegCHNNoSOFVH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegCHNNoSOFVH,"The Stewart et al. (2016) V/H GMPE, implemented for High Q regional datasets, (e.g. China) for the case in which the style-of-faulting is unspecified. In this case the GMPE is no longer dependent on rake."
StewartEtAl2016RegCHNVH,StewartEtAl2016RegCHNVH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegCHNVH,This class implements the Stewart et al. (2016) V/H model considering the correction to the path scaling term for High Q regions (e.g. China)
StewartEtAl2016RegJPN,StewartEtAl2016RegJPN,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegJPN,
StewartEtAl2016RegJPNNoSOFVH,StewartEtAl2016RegJPNNoSOFVH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegJPNNoSOFVH,"The Stewart et al. (2016) V/H GMPE, implemented for Low Q regional datasets, (e.g. Japan) for the case in which the style-of-faulting is unspecified. In this case the GMPE is no longer dependent on rake."
StewartEtAl2016RegJPNVH,StewartEtAl2016RegJPNVH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016RegJPNVH,This class implements the Stewart et al. (2016) V/H model considering the correction to the path scaling term for Low Q regions (e.g. Japan)
StewartEtAl2016VH,StewartEtAl2016VH,2016,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,St2016VH,Implements the SBSA15b GMPE by Stewart et al. (2016) vertical-to-horizontal ratio (V/H) for ground motions from the PEER NGA-West2 Project.
Taherian2024Inland,Taherian2024Inland,0,—,,,,,,,
Taherian2024Offshore,Taherian2024Offshore,0,—,,,,,,,
TavakoliPezeshk2005,TavakoliPezeshk2005,2005,Stable Shallow Crust,rrup,mag,,PGA SA,Total,TP2005,"Implements the GMPE developed by B. Tavakoli and S. Pezeshk in 2005 and published as ""Empirical-Stochastic Ground-Motion Prediction for Eastern North America"" (2005, Bull. Seism. Soc. Am., Volume 95, No. 6, pages 2283-2296)."
TavakoliPezeshk2005MblgAB1987NSHMP2008,TavakoliPezeshk2005MblgAB1987NSHMP2008,2005,Stable Shallow Crust,rrup,mag,,PGA SA,Total,TP2005MblgAB1987NSHMP2008,Extend :class:`TavakoliPezeshk2005` and implements equation as defined by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US model.
TavakoliPezeshk2005MblgJ1996NSHMP2008,TavakoliPezeshk2005MblgJ1996NSHMP2008,2005,Stable Shallow Crust,rrup,mag,,PGA SA,Total,TP2005MblgJ1996NSHMP2008,Extend :class:`TavakoliPezeshk2005MblgAB1987NSHMP2008` but uses Johnston 1996 equation to convert Mblg to Mw
TavakoliPezeshk2005MwNSHMP2008,TavakoliPezeshk2005MwNSHMP2008,2005,Stable Shallow Crust,rrup,mag,,PGA SA,Total,TP2005MwNSHMP2008,"Extend :class:`TavakoliPezeshk2005MblgAB1987NSHMP2008` but assumes magnitude to be in Mw scale, and therefore no conversion is applied"
ToroEtAl1997MblgNSHMP2008,ToroEtAl1997MblgNSHMP2008,1997,Stable Shallow Crust,rjb,mag,,PGA SA,Total,To1997MblgNSHMP2008,"Implements GMPE developed by G. R. Toro, N. A. Abrahamson, J. F. Schneider and published in ""Model of Strong Ground Motions from Earthquakes in Central and Eastern North America: Best Estimates and Uncertainties"" (Seismological Research Letters, Volume 68, Number 1, 1997) as utilized by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US hazard model."
ToroEtAl1997MwNSHMP2008,ToroEtAl1997MwNSHMP2008,1997,Stable Shallow Crust,rjb,mag,,PGA SA,Total,To1997MwNSHMP2008,Extend :class:`ToroEtAl1997MblgNSHMP2008` but assumes magnitude to be in Mw scale.
ToroEtAl2002,ToroEtAl2002,2002,Stable Shallow Crust,rjb,mag,,PGA SA,Total,To2002,"Implements GMPE developed by G. R. Toro, N. A. Abrahamson, J. F. Schneider and published in ""Model of Strong Ground Motions from Earthquakes in Central and Eastern North America: Best Estimates and Uncertainties"" (Seismological Research Letters, Volume 68, Number 1, 1997) and ""Modification of the Toro et al. 1997 Attenuation Equations for Large Magnitudes and Short Distances"" (available at: http://www.riskeng.com/downloads/attenuation_equations) The class implements equations for Midcontinent, based on moment magnitude. SA at 3 and 4 s (not supported by the original equations) have been added in the context of the SHARE project and they are obtained from SA at 2 s scaled by specific factors for 3 and 4 s."
ToroEtAl2002SHARE,ToroEtAl2002SHARE,2002,Stable Shallow Crust,rjb,mag rake,,PGA SA,Total,To2002SHARE,
TravasarouEtAl2003,TravasarouEtAl2003,2003,Active Shallow Crust,rrup,mag rake,vs30,IA,Inter event Intra event Total,Tr2003,"Implements the ground motion prediction equation for Arias Intensity given by Travasarou et al., (2003): Travasarou, T., Bray, J. D. and Abrahamson, N. A. (2003) ""Emprical Attenuation Relationship for Arias Intensity"", Earthquake Engineering and Structural Dynamics, 32: 1133 - 1155"
TromansEtAl2019,TromansEtAl2019,0,—,,,,,,,
TromansEtAl2019SigmaMu,TromansEtAl2019SigmaMu,0,—,,,,,,,
TusaLanger2016RepiBA08DE,TusaLanger2016RepiBA08DE,2016,Volcanic,repi,mag,vs30,PGA SA,Total,TL2016RepiBA08DE,Implements Tusa and Langer (2016) using the BA08 model and DE.
TusaLanger2016RepiBA08SE,TusaLanger2016RepiBA08SE,2016,Volcanic,repi,mag,vs30,PGA SA,Total,TL2016RepiBA08SE,"Implements GMPE developed by Giuseppina Tusa and Horst Langer (2016) and published as ""Prediction of ground motion parameters for the volcanic area of Mount Etna"" Journal of Seismology, DOI 10.1007/s10950-015-9508-x."
TusaLanger2016RepiSP87DE,TusaLanger2016RepiSP87DE,2016,Volcanic,repi,mag,vs30,PGA SA,Total,TL2016RepiSP87DE,Implements Tusa and Langer (2016) using the SP87 model and DE.
TusaLanger2016RepiSP87SE,TusaLanger2016RepiSP87SE,2016,Volcanic,repi,mag,vs30,PGA SA,Total,TL2016RepiSP87SE,Implements Tusa and Langer (2016) using the SP87 model and SE.
TusaLanger2016Rhypo,TusaLanger2016Rhypo,2016,Volcanic,rhypo,mag,vs30,PGA SA,Total,TL2016Rhypo,"Implements the GMPE using the BA08 model and hypocentral distance (not described in Tusa and Langer, 2016). This version has been developed in the frame of V3-2012 INGV-DPC Project in order to perform PSHA calculations when topography is taken into consideration (e.g. the flanks of Mt Etna), hence dependence on vertical distance is required."
